media_file,annotator,start,end,label
28m,PAR,303533,323903,I think being you know especially since I didn't start stuttering  until I was eighteen I mean the idea of acceptance is very hard for  me (be)cause its not something I really truly think of as part  myself that's organic to me so going to a place like Hollands and  being told it was actually behavioral and that I could control and  have some autonomy over was very appealing to me .
28m,PAR,323903,330552,but &-um I think the reality was its really tough to implement the  strategies in my day to day life .
28m,PAR,330552,340937,&-um and then I am active in an n@l s@l a@l chapter in Chicago  which I have been for about three years which I go pretty much every  month and that's been a really encouraging experience and then .
28m,PAR,340937,343956,the conference is great too and this is my third time coming here .
28m,PAR,356742,365637,that's a tough one because I would love to say its simply a matter  of saying what you wanna say and that its more important .
28m,PAR,365637,367698,&-um what .
28m,PAR,367698,382685,you say than how you say it but I don't think that's fully true you  know its something as simple as saying thank you to somebody saying  it like that or saying it with a large amount of box the same words  in the dictionary but its communication very differently and there's  so much muscle used in communication and just .
28m,PAR,382685,384211,the words you choose .
28m,PAR,384211,390617,but I think its truly being in control and saying not only what you  wanna say but in the manner you wanna say it too .
28m,PAR,390617,396553,but I think that's why I feel stutter has been a hindrance to  successful communication .
28m,PAR,406561,417681,&-um just in general I guess when I feel that the person I am  speaking with that we're understanding each_other and we are on the  same wavelength and that &-uh .
28m,PAR,417681,423503,there isn't that sort of confusion where we're not quite sure what  the other person is saying .
28m,PAR,423503,430153,and even with a stutter that is possible but it can obviously be  more challenging .
28m,PAR,441009,450420,I mean for me I don't really hafta speculate because for the first  eighteen years of my life I didn't stutter .
28m,PAR,450420,455626,and &-uh &-um .
28m,PAR,455626,478907,and &-uh so I just compare myself to the way I was then and the way  I was now I was so much more confident and had a lot more of a  social life then and especially when I gotta college and started  stuttering I lost a_lot_of that and now its kind of a matter of  trying to get that all back .
28m,PAR,478907,497076,&-um and it you know it I think with my success professionally and  socially I think I probably have an easier time then I do now and  its not to say that everything would be perfect if I .
28m,PAR,497076,502333,I didn't stutter you know and there would still be challenges and  things like that and &-um .
28m,PAR,502333,503829,but &-um .
28m,PAR,503829,519392,and I guess also to that what helps me to think about positive  experiences that I wouldn't have had if I didn't stutter .
28m,PAR,519392,527407,for example I come into conferences like this and its kind of the  pinnacle of that and you know if I didn't stutter I wouldn't get to  experience something like this .
28m,PAR,540258,566728,I think the way I would want any listener to interpret stuttering  is just to its just a form of diversity and not everybody  communicates the same way and the same way we are encouraged to  celebrate racial or ethic diversity we should embrace stuttering and  other ways of communicating as well and instead of seeing it as  something wrong with that person .
28m,PAR,566728,573897,I can as a stutterer myself I can be frustrated but I don't think  its the listener that gets to do that .
28m,PAR,573897,593667,&-um and then you know for a student of speech pathology just to  make sure you view your client as not just a client but as a full  person I think its important to take the time to get to know them  not just as a case study but as an actual human being that you can  form a genuine connection with .
28m,PAR,611225,629227,you know just as a society we are so wired to want everything with  instant gratification and you know I think a_lot_of its to  technology you want a question and you just pull out your phone and  google it and the answer is right at your fingertips I think we  expect that with speech as well .
28m,PAR,629227,630796,just to &-um .
28m,PAR,630796,641619,realize that its okay if there's a little bit of a delay and not  everything is going to come right away and some things are worth  waiting for and .
28m,PAR,641619,643118,put in extra effort .
28m,INV,0,8779,please talk about the impact of stuttering on your daily life .
28m,INV,8779,13600,you can talk about your interactions with family and friends .
28m,INV,13600,21041,school and or work and your participation in community activities .
28m,INV,117512,123241,what do you think causes stuttering ?
28m,INV,189520,203519,if you ever seek treatment for your stuttering tell me about your  therapy experiences and the outcomes of these therapies .
28m,INV,343956,356742,please describe what successful communication means to you .
28m,INV,396553,406561,can you give an example of a positive communicative experience ?
28m,INV,430153,441009,if you didn't stutter what might be different in your life ?
28m,INV,527407,540258,is there anything you wanna say to students or the general public  to help them learn about stuttering ?
28m,INV,593667,611225,and &-um is there anything &-uh any other ways that you think  students or the general public and support those who stutter ?
43m,PAR,16943,22943,&-um in terms of impact I wouldn't say it has an impact actually .
43m,PAR,22943,27470,&-uh I think it useta impact me much more .
43m,PAR,27470,35474,it useta keep me doing a_lot_of activities I wanted to do .
43m,PAR,35474,35674,and I would say that change probably around mid high school time  maybe college time .
43m,PAR,35674,46021,&-uh xxx I think by college it had stopped holding me back .
43m,PAR,46021,46221,&-um at this point in time I really just enjoy the fact that I  stutter .
43m,PAR,46221,46421,I enjoy people's responses .
43m,PAR,46421,70885,I really actually am entertained by the facial expressions I get  when I'm putting on a little bit more and people provide faces that  you could almost see out_of a Saturday_Night_Live skit .
43m,PAR,70885,71085,it's really funny .
43m,PAR,71085,74646,it shouldn't be but it really is .
43m,PAR,74646,74846,&-um I would say it doesn't inhibit anything it just helps .
43m,PAR,74846,75046,it provides an added help to allow others to feel a lot more  comfortable with me .
43m,PAR,75046,75246,so as a therapist as a social worker as a supervisor as a presenter  as a speaker .
43m,PAR,75246,75446,however you wanna look at it .
43m,PAR,75446,103155,people tend to open up to me quite a lot faster .
43m,PAR,103155,107901,&-um and are much more open to what I hafta say .
43m,PAR,107901,108101,it also is an amazing thing in court because judges zero in on  exactly what I'm saying .
43m,PAR,108101,125952,and often has actually made my &-uh my comments towards clients  hold more ground which is great .
43m,PAR,127255,129358,that's about it .
43m,PAR,133103,137414,how many things are there that can cause stuttering &-uh ?
43m,PAR,137414,140188,anxiety &-um .
43m,PAR,140188,143530,depression at times .
43m,PAR,143530,143730,&-um I think anxiety <is> [//] has a major impact .
43m,PAR,143730,152353,&-um I think hormones can have a major impact .
43m,PAR,152353,156214,&-um &-uh in a variety of ways .
43m,PAR,156214,174696,&-um &-uh I've heard several times and read a little bit of  research <that there was> [//] &-uh for those who stutter there's a  tenth of a second delay in terms of when you speak and when you hear  your own voice .
43m,PAR,174696,179295,xxx calls it some type of disconnect .
43m,PAR,179295,179495,I think it really is different depending on the person what each  person has been through what each person has experienced any traumas  that anyone has been through any brain issues anything .
43m,PAR,179495,205330,any type of diagnosis known to mankind can some way have some type  of effect I think lead to the potential of stuttering .
43m,PAR,205330,205530,where do I begin [=! laughing] ?
43m,PAR,217027,226569,&-um I've probably had at least twenty plus speech therapists over  time .
43m,PAR,226569,226769,&-um I will say there's one <nationally> [//] internationally known  guy named <Charles &-uh &-um> [//] what was his name .
43m,PAR,226769,243915,&-uh Charles_Lastname I think his name was .
43m,PAR,243915,244115,&-um <who had an incredible> [//] who helped tremendously .
43m,PAR,244115,255079,yes <Charles> [//] Doctor_Charles_Lastname .
43m,PAR,255079,255279,who really had a tremendous impact on me .
43m,PAR,255279,261597,both on early age and then again &-uh during college .
43m,PAR,261597,261797,aside from that most of the speech therapists I had did not help at  all .
43m,PAR,261797,268398,in fact a lot made it worse .
43m,PAR,268398,268598,&-um I did also attend the Starbucks_Fluency_Clinic &-um at age  thirteen and then at age fourteen and then came back as a refresher  for a few years and mentor for a couple years .
43m,PAR,268598,289220,and I believe it is no longer in existence .
43m,PAR,289220,305780,&-um but that program was &-uh was helpful in a_lot_of ways <to  get> [//] to reduce my fear of speaking in public &-uh because it  forced you to which now has lead to one of my jobs which is being a  public speaker .
43m,PAR,305780,322043,&-um but unfortunately I think there is not enough understanding of  stuttering and for that reason it is imperative that a person who  stutters finds a speech therapist who really understands stuttering  .
43m,PAR,322043,329945,&-uh as opposed to someone who attempts to understand but really  doesn't and can end up screwing up clients even more .
43m,PAR,342644,351669,hm: communication is any way that thoughts or actions are being  perceived .
43m,PAR,351669,371355,&-um effective communication I would say is when a person speaking  or acting is able to convey his or her thoughts effectively to the  person receiving those comments thoughts or what have you .
43m,PAR,373495,390425,clearly being a social worker and therapist &-uh communication  becomes of the utmost importance of making sure that each client  feels heard and understood .
43m,PAR,390425,399948,I think in life communication becomes the way of the world because  if you're not understood you feel highly left out .
43m,PAR,399948,409841,therefore it becomes of the essence to make sure you can &-uh  project what you want others to know and understand about you .
43m,PAR,409841,435661,I think it can be exceptionally painful for <those who feel unable  or feel> [//] those who feel they have that hard of a time being  able to communicate because it's such a profound part of society  that is not &-um being utilized .
43m,PAR,441778,443849,everything &-uh [=! laughing] .
